ID,County_Soil,marginal_cost,marginal_qty
1453,"MENOMINEE COUNTY, WI",10.8003742,304.9
1454,"STEVENS COUNTY, MN",10.81300221,595488.5
1455,"CONCORDIA PARISH, LA",10.81608344,545944.8
1456,"CAMERON COUNTY, PA",10.82857675,426.8
1457,"RALLS COUNTY, MO",10.83739952,251965.6
1458,"LAKE COUNTY, OH",10.84768714,22157.5
1459,"LAKE COUNTY, MI",10.84805756,26934.6
1460,"MARQUETTE COUNTY, WI",10.84805756,184557.9
1461,"WOOD COUNTY, WI",10.84805756,353239.7
1462,"SCHUYLER COUNTY, IL",10.8587156,237878.2
1463,"WASHINGTON COUNTY, OK",10.86587989,25822.8
1464,"KNOX COUNTY, OH",10.86936522,262373.5
1465,"BUCHANAN COUNTY, VA",10.87572974,213.4
1466,"POPE COUNTY, IL",10.88002326,45697.3
1467,"ELK COUNTY, KS",10.88002326,46150.8
1468,"MCDOWELL COUNTY, WV",10.88723806,29.5
1469,"WHITE COUNTY, AR",10.8906813,282097.2
1470,"LYMAN COUNTY, SD",10.8940151,14593.7
1471,"MARION COUNTY, AL",10.90133934,21153.4
1472,"MISSISSIPPI COUNTY, AR",10.90426062,1129128
1473,"ST CLAIR COUNTY, AL",10.91198896,24546.4
1474,"GALLATIN COUNTY, KY",10.91920376,3385.5
1475,"HAMILTON COUNTY, IL",10.922647,288454.4
1476,"MONROE COUNTY, WI",10.94396308,330573.9
1477,"OSAGE COUNTY, OK",10.95848529,93829.1
1478,"HICKORY COUNTY, MO",10.96989259,6667.6
1479,"FULTON COUNTY, KY",10.9792289,117902.4
1480,"MERCER COUNTY, OH",10.98658682,479252.9
1481,"CHEROKEE COUNTY, AL",10.99724486,78623.8
1482,"OCEANA COUNTY, MI",10.99724486,155915.8
1483,"PERRY COUNTY, OH",11.0048806,82369
1484,"UNION COUNTY, KY",11.0079029,206355.1
1485,"MAYES COUNTY, OK",11.0718343,30602.9
1486,"STONE COUNTY, AR",11.0783251,323.4
1487,"ACADIA PARISH, LA",11.08249234,603809.3
1488,"HIGHLAND COUNTY, VA",11.08386458,3035.7
1489,"JERAULD COUNTY, SD",11.08670168,37643.1
1490,"JEFFERSON COUNTY, KY",11.09315038,8412.1
1491,"MORGAN COUNTY, IL",11.10380842,513099.1
1492,"WASHINGTON COUNTY, MO",11.10601411,935.1
1493,"CARROLL COUNTY, IN",11.11445804,383609.6
1494,"LESLIE COUNTY, KY",11.13052087,118.3
1495,"MACOMB COUNTY, MI",11.13690222,121500.5
1496,"PAWNEE COUNTY, OK",11.14857892,63103
1497,"CALLAWAY COUNTY, MO",11.16773982,188095
1498,"BLOUNT COUNTY, AL",11.17839786,48736.7
1499,"COFFEE COUNTY, GA",11.17839786,164012.4
1500,"MARSHALL COUNTY, MN",11.17839786,1096614.3
1501,"BROWN COUNTY, OH",11.18447614,225905.1
1502,"NEW CASTLE COUNTY, DE",11.1890559,159852
1503,"FURNAS COUNTY, NE",11.1890559,535599.7
1504,"BAYFIELD COUNTY, WI",11.1890559,13599.4
1505,"JACKSON COUNTY, WI",11.1890559,257230.5
1506,"CHEROKEE COUNTY, GA",11.19971394,837.8
1507,"BENZIE COUNTY, MI",11.20341816,26467
1508,"INDEPENDENCE COUNTY, AR",11.21036356,155509.2
1509,"NOBLE COUNTY, OH",11.21036356,28743.8
1510,"COFFEE COUNTY, TN",11.21036356,57554.1
1511,"LIVINGSTON COUNTY, MI",11.21159269,126196.3
1512,"HAMILTON COUNTY, OH",11.21471602,22218.5
1513,"CLAY COUNTY, IL",11.23167964,372266.6
1514,"RAY COUNTY, MO",11.24233768,269569.6
1515,"VENANGO COUNTY, PA",11.24539366,67804.1
1516,"WEBSTER COUNTY, WV",11.25673361,3237.7
1517,"EVANGELINE PARISH, LA",11.26364534,320455.5
1518,"EATON COUNTY, MI",11.26364534,334761.5
1519,"LAUDERDALE COUNTY, AL",11.27430338,112594.9
1520,"LITTLE RIVER COUNTY, AR",11.27430338,36705.9
1521,"PIKE COUNTY, KY",11.284229,2823.8
1522,"GASCONADE COUNTY, MO",11.29561946,30715.6
1523,"BIG STONE COUNTY, MN",11.30003084,473866
1524,"LAPEER COUNTY, MI",11.3062775,264568.9
1525,"CROW WING COUNTY, MN",11.32758516,51531.5
1526,"ALEXANDER COUNTY, IL",11.33772124,100420.3
1527,"WABASH COUNTY, IL",11.3382432,202324.6
1528,"KINGFISHER COUNTY, OK",11.37933474,814278.1
1529,"CALHOUN COUNTY, AL",11.38086694,27415.7
1530,"SANBORN COUNTY, SD",11.3860781,74176.2
1531,"MONTGOMERY COUNTY, KS",11.38999278,149614.1
1532,"LINCOLN COUNTY, AR",11.39152498,377130.6
1533,"SARPY COUNTY, NE",11.39152498,208774.7
1534,"PORTAGE COUNTY, WI",11.41283264,404100.4
1535,"SEARCY COUNTY, AR",11.42217737,600.6
1536,"IZARD COUNTY, AR",11.4224636,438.9
1537,"CASS COUNTY, MO",11.42349068,259832.5
1538,"MARIES COUNTY, MO",11.42861765,6789.5
1539,"DODDRIDGE COUNTY, WV",11.43179991,5869.3
1540,"SEQUATCHIE COUNTY, TN",11.43414872,4124.7
1541,"LOGAN COUNTY, WV",11.43801289,2055
1542,"PORTAGE COUNTY, OH",11.4554648,113857.1
1543,"CREEK COUNTY, OK",11.45863864,9215.4
1544,"OTTAWA COUNTY, OK",11.47284094,97574.4
1545,"EDWARDS COUNTY, IL",11.47677246,164677.1
1546,"MCLEAN COUNTY, KY",11.47677246,143641.3
1547,"LEFLORE COUNTY, MS",11.47677246,604230.7
1548,"CODINGTON COUNTY, SD",11.48186576,371746.5
1549,"BOONE COUNTY, WV",11.48714427,1862.8
1550,"POPE COUNTY, MN",11.4874305,582885
1551,"LICKING COUNTY, OH",11.4874305,296341.6
1552,"BUREAU COUNTY, IL",11.49808854,907096.4
1553,"DESHA COUNTY, AR",11.50873816,677638.5
1554,"JACKSON COUNTY, MO",11.50873816,143434.3
1555,"SHARP COUNTY, AR",11.52304149,392.7
1556,"MEADE COUNTY, KY",11.53006266,33367.5
1557,"PEORIA COUNTY, IL",11.56201994,406763.3
1558,"VAN BUREN COUNTY, MI",11.56201994,316303.7
1559,"CHEROKEE COUNTY, OK",11.56655761,591.3
1560,"MASON COUNTY, MI",11.59332057,108124.7
1561,"COLUMBIANA COUNTY, OH",11.64727584,132132
1562,"CAMDEN COUNTY, MO",11.65179667,2622.3
1563,"PAGE COUNTY, IA",11.65793388,438088.7
1564,"OHIO COUNTY, KY",11.66343127,100841.7
1565,"ST CLAIR COUNTY, MI",11.6685835,326955.5
1566,"MARTIN COUNTY, KY",11.67216144,1581.9
1567,"NEWTON COUNTY, AR",11.70152577,138.6
1568,"PRESIDIO COUNTY, TX",11.70846275,0
1569,"FRANKLIN COUNTY, IL",11.71120724,192079.3
1570,"CATOOSA COUNTY, GA",11.72186528,4712.4
1571,"COCHRAN COUNTY, TX",11.72186528,387390.1
1572,"HALE COUNTY, TX",11.72186528,1045844.8
1573,"HOPKINS COUNTY, TX",11.72186528,104572.1
1574,"LIMESTONE COUNTY, TX",11.72186528,84244.2
1575,"MCLENNAN COUNTY, TX",11.72186528,327736.6
1576,"RAINS COUNTY, TX",11.72186528,20623.7
1577,"SWISHER COUNTY, TX",11.72186528,644360.6
1578,"DEWEY COUNTY, OK",11.72205049,358290.3
1579,"ROBERTSON COUNTY, TN",11.73252332,100871.2
1580,"OSCEOLA COUNTY, IA",11.76448902,463275.1
1581,"FULTON COUNTY, IL",11.79646314,524137.2
1582,"HUMPHREYS COUNTY, TN",11.80712118,22338.6
1583,"BENTON COUNTY, AR",11.8452746,1686.3
1584,"HANCOCK COUNTY, KY",11.86068919,33101.4
1585,"BUTLER COUNTY, OH",11.8609165,130444.8
1586,"RAMSEY COUNTY, MN",11.86353471,833.4
1587,"WILSON COUNTY, KS",11.87105258,196109.8
1588,"DYER COUNTY, TN",11.87105258,328870.1
1589,"NEW MADRID COUNTY, MO",11.87845259,775797.7
1590,"DEUEL COUNTY, SD",11.89305899,302647
1591,"MADISON COUNTY, AR",11.89560143,392.7
1592,"RANDOLPH COUNTY, MO",11.9030267,131705.1
1593,"DELAWARE COUNTY, OH",11.91370999,283230
1594,"FLOYD COUNTY, VA",11.94565044,2087.1
1595,"WASHINGTON COUNTY, MS",11.97761614,771972.4
1596,"CASS COUNTY, NE",11.99893222,625584.9
1597,"MORGAN COUNTY, MO",12.00301528,40473.1
1598,"JACKSON COUNTY, MI",12.00958184,231556.2
1599,"DE SOTO PARISH, LA",12.02023988,11657.2
1600,"DAWSON COUNTY, GA",12.04155596,104.7
1601,"MAJOR COUNTY, OK",12.04750796,555607.4
1602,"HENNEPIN COUNTY, MN",12.052214,82795.9
1603,"CLARION COUNTY, PA",12.052214,112366.5
1604,"GARFIELD COUNTY, OK",12.08235285,994273.2
1605,"ALLEGAN COUNTY, MI",12.0841797,382471.4
1606,"ASHLAND COUNTY, OH",12.0841797,226189.6
1607,"ERIE COUNTY, PA",12.09483774,191103.5
1608,"THURSTON COUNTY, NE",12.1161454,3498.9
1609,"LANGLADE COUNTY, WI",12.12680344,167482.4
1610,"HAMLIN COUNTY, SD",12.12807466,343097.8
1611,"VINTON COUNTY, OH",12.14811952,18254.6
1612,"LABETTE COUNTY, KS",12.15876914,244699.8
1613,"GARRETT COUNTY, MD",12.16942718,20372.1
1614,"RENVILLE COUNTY, MN",12.17137189,1104440.5
1615,"KINGSBURY COUNTY, SD",12.18127225,447359.3
1616,"CAPE GIRARDEAU COUNTY, MO",12.2014013,161343.3
1617,"CRAWFORD COUNTY, MO",12.26464237,2236.1
1618,"ONTARIO COUNTY, NY",12.29730682,223547
1619,"LOGAN COUNTY, OK",12.30795644,245586.9
1620,"JEFFERSON COUNTY, MO",12.31097032,23234.9
1621,"YELLOW MEDICINE COUNTY, MN",12.33071211,799439.2
1622,"GREENWOOD COUNTY, KS",12.35409919,60442
1623,"CHARLES MIX COUNTY, SD",12.35953765,180347.5
1624,"DU PAGE COUNTY, IL",12.37211514,9574.5
1625,"CARROLL COUNTY, AR",12.3751627,277.2
1626,"MARSHALL COUNTY, IL",12.39321234,374258.8
1627,"OSAGE COUNTY, MO",12.39321234,41977.3
1628,"MAHONING COUNTY, OH",12.41452,93874.7
1629,"CLEARWATER COUNTY, MN",12.42517804,45026.5
1630,"PUSHMATAHA COUNTY, OK",12.42517804,492.8
1631,"POTTAWATOMIE COUNTY, OK",12.43583608,66799.1
1632,"COOK COUNTY, IL",12.437604,22360.8
1633,"TUNICA COUNTY, MS",12.44649412,479395.8
1634,"FRANKLIN COUNTY, OH",12.45002154,152683.6
1635,"LUMPKIN COUNTY, GA",12.46780178,21
1636,"ST CHARLES COUNTY, MO",12.46780178,227043.4
1637,"CLARK COUNTY, OH",12.46780178,317970.6
1638,"MEDINA COUNTY, OH",12.46780178,146869.8
1639,"SHERBURNE COUNTY, MN",12.47845982,185106.8
1640,"CEDAR COUNTY, MO",12.48911786,33907.1
1641,"CUMBERLAND COUNTY, IL",12.4997759,307623.6
1642,"JACKSON COUNTY, AL",12.51042552,102122.9
1643,"LE SUEUR COUNTY, MN",12.51042552,374299.5
1644,"CHAMPAIGN COUNTY, IL",12.52108356,1098789.4
1645,"LAWRENCE COUNTY, IN",12.5317416,75294.9
1646,"DOUGLAS COUNTY, MN",12.55305768,417984.3
1647,"WOOD COUNTY, OH",12.55305768,641145.1
1648,"MAURY COUNTY, TN",12.57436534,22870.9
1649,"PUTNAM COUNTY, TN",12.57436534,61072.7
1650,"DANE COUNTY, WI",12.57436534,719387.6
1651,"ASHTABULA COUNTY, OH",12.58502338,230397.5
1652,"CRAWFORD COUNTY, PA",12.59568142,228930.6
1653,"ADAMS COUNTY, WI",12.59568142,202792.1
1654,"PRESQUE ISLE COUNTY, MI",12.60633946,52730.8
1655,"WARREN COUNTY, MS",12.60633946,127503.4
1656,"MILWAUKEE COUNTY, WI",12.62846373,24210.7
1657,"BARRY COUNTY, MI",12.63830516,211736.4
1658,"COOPER COUNTY, MO",12.63830516,233650
1659,"CLINTON COUNTY, IL",12.6809289,325390.3
1660,"LACLEDE COUNTY, MO",12.6809289,4411.2
1661,"HARPER COUNTY, OK",12.68939808,339489.9
1662,"ST LOUIS COUNTY, MO",12.71739859,32545.2
1663,"EAU CLAIRE COUNTY, WI",12.72355264,253002.3
1664,"HANCOCK COUNTY, OH",12.73305732,557007.5
1665,"CALHOUN COUNTY, MI",12.74486872,356431.1
1666,"LOGAN COUNTY, IL",12.75551834,696559.3
1667,"MARION COUNTY, KY",12.75551834,34224.9
1668,"COAHOMA COUNTY, MS",12.75551834,583772.2
1669,"FULTON COUNTY, NY",12.75551834,26419.6
1670,"REDWOOD COUNTY, MN",12.76466102,975805
1671,"WOODS COUNTY, OK",12.7718674,571697.2
1672,"COMANCHE COUNTY, KS",12.7804797,270744.4
1673,"MENARD COUNTY, IL",12.78749246,302399.3
1674,"RUSH COUNTY, IN",12.78749246,445955.7
1675,"VERMILLION COUNTY, IN",12.78749246,181407
1676,"ATCHISON COUNTY, KS",12.78749246,239254.4
1677,"BARRY COUNTY, MO",12.78749246,2459.7
1678,"CAMBRIA COUNTY, PA",12.78749246,41265.9
1679,"LAKE COUNTY, IL",12.79559964,64561.7
1680,"JACKSON COUNTY, IL",12.7981505,190697
1681,"BRULE COUNTY, SD",12.7981505,129269.7
1682,"KEYA PAHA COUNTY, NE",12.80175369,42109.8
1683,"MACOUPIN COUNTY, IL",12.80880012,683915.2
1684,"CLARK COUNTY, KS",12.81316099,348483.5
1685,"SANILAC COUNTY, MI",12.85143228,712394.8
1686,"PIKE COUNTY, OH",12.8620819,59256.1
1687,"BENTON COUNTY, TN",12.8620819,29848.9
1688,"UNION COUNTY, IL",12.88339798,57101.3
1689,"FANNIN COUNTY, GA",12.89405602,691.2
1690,"OTTER TAIL COUNTY, MN",12.89405602,931530.6
1691,"QUITMAN COUNTY, MS",12.89405602,471788.2
1692,"ALLEN COUNTY, KS",12.90894023,222376
1693,"BROWN COUNTY, MN",12.91756937,643991.1
1694,"LINN COUNTY, KS",12.92400124,181251.8
1695,"SUTTON COUNTY, TX",12.93960104,123.2
1696,"BUTLER COUNTY, KS",12.94658854,369550.7
1697,"NODAWAY COUNTY, MO",12.95798742,537025.1
1698,"CLAY COUNTY, MN",12.98996154,1038171.3
1699,"DODGE COUNTY, MN",13.00061958,444980
1700,"PHELPS COUNTY, NE",13.00061958,677452.1
1701,"GRUNDY COUNTY, IA",13.03258528,577213.6
1702,"PIKE COUNTY, IN",13.03754388,176934.9
1703,"HURON COUNTY, OH",13.04324332,444959.6
1704,"ASHLEY COUNTY, AR",13.05390136,269900.4
1705,"DODGE COUNTY, WI",13.05390136,586727
1706,"ANDERSON COUNTY, KS",13.0606363,240461.8
1707,"TEXAS COUNTY, MO",13.06455098,1402.6
1708,"MASSAC COUNTY, IL",13.07520902,100806.6
1709,"MOODY COUNTY, SD",13.0762361,369869.2
1710,"SHIAWASSEE COUNTY, MI",13.0965251,338583.1
1711,"POLK COUNTY, WI",13.0965251,162624
1712,"BOURBON COUNTY, KS",13.10046504,148505.3
1713,"CHISAGO COUNTY, MN",13.10717472,144247.5
1714,"POLK COUNTY, MN",13.1284908,1583449.6
1715,"IONIA COUNTY, MI",13.13914884,360130.8
1716,"COLES COUNTY, IL",13.14980688,488685.1
1717,"OTTAWA COUNTY, MI",13.14980688,268004.4
1718,"HARPER COUNTY, KS",13.17204059,710248
1719,"CHICOT COUNTY, AR",13.19243062,661075.8
1720,"FREDERICK COUNTY, MD",13.21373828,141133.9
1721,"BECKER COUNTY, MN",13.23505436,417557.5
1722,"PIPESTONE COUNTY, MN",13.23914583,442052.6
1723,"OTSEGO COUNTY, MI",13.2457124,41184.6
1724,"CRAWFORD COUNTY, IL",13.26702006,370172.9
1725,"MECOSTA COUNTY, MI",13.2776781,116662.3
1726,"GENESEE COUNTY, MI",13.29899418,191347.5
1727,"OKFUSKEE COUNTY, OK",13.32030184,24467.5
1728,"MONTGOMERY COUNTY, PA",13.32030184,86966.6
1729,"ISABELLA COUNTY, MI",13.33095988,277782.1
1730,"FAYETTE COUNTY, IL",13.37358362,443496
1731,"TITUS COUNTY, TX",13.3948997,19983
1732,"PRICE COUNTY, WI",13.40554932,91435.4
1733,"CHARLES COUNTY, MD",13.4268654,52009.2
1734,"WILLIAMSON COUNTY, IL",13.44818148,64134.8
1735,"MARION COUNTY, IN",13.44824041,63484.4
1736,"DICKINSON COUNTY, MI",13.49080522,30979.8
1737,"HAMILTON COUNTY, IN",13.49669829,324943.1
1738,"OTTAWA COUNTY, OH",13.50146326,197730.5
1739,"SARGENT COUNTY, ND",13.53342896,58341.9
1740,"BUCHANAN COUNTY, MO",13.55473662,202873.5
1741,"CHAUTAUQUA COUNTY, NY",13.55473662,235713.3
1742,"VAL VERDE COUNTY, TX",13.57500036,98.59999999
1743,"CHIPPEWA COUNTY, WI",13.59736878,550949.7
1744,"RACINE COUNTY, WI",13.59736878,215110.9
1745,"BARBER COUNTY, KS",13.60199905,428144.7
1746,"LINCOLN COUNTY, OK",13.6080184,56893.7
1747,"BLAINE COUNTY, NE",13.62243117,12541.8
1748,"ISSAQUENA COUNTY, MS",13.63999252,281574.8
1749,"FRANKLIN COUNTY, NE",13.63999252,411488
1750,"MADISON COUNTY, AL",13.65065056,218864.8
1751,"ST CLAIR COUNTY, MO",13.65065056,100684.6
1752,"JOHNSON COUNTY, KS",13.68918282,139216
1753,"MIAMI COUNTY, KS",13.69100125,196011.2
1754,"DOUGLAS COUNTY, SD",13.69228931,243505.1
1755,"GEARY COUNTY, KS",13.7027453,78503.1
1756,"MILLER COUNTY, AR",13.70393234,174751.5
1757,"SCOTT COUNTY, IN",13.70393234,69501.4
1758,"RENSSELAER COUNTY, NY",13.70393234,38941.7
1759,"MORRIS COUNTY, KS",13.70415122,198918.7
1760,"ROCK COUNTY, MN",13.71272985,512224.9
1761,"COLFAX COUNTY, NE",13.72524,503986.6
1762,"WABAUNSEE COUNTY, KS",13.7393076,122041.9
1763,"DE WITT COUNTY, IL",13.74655608,415809.3
1764,"MARION COUNTY, KS",13.77645078,610357.4
1765,"PISCATAQUIS COUNTY, ME",13.78917982,22387.9
1766,"LINCOLN COUNTY, MO",13.83180356,218180.4
1767,"BENTON COUNTY, IN",13.84608163,482464.8
1768,"VANDERBURGH COUNTY, IN",13.8744273,138758.9
1769,"LINN COUNTY, MO",13.88508534,174231.3
1770,"CHASE COUNTY, KS",13.89782279,81632.3
1771,"BREWSTER COUNTY, TX",13.92634525,0
1772,"MCCOOK COUNTY, SD",13.93057143,389670.2
1773,"ATCHISON COUNTY, MO",13.94902516,518973.9
1774,"MIAMI COUNTY, OH",13.94902516,379564.4
1775,"SALINE COUNTY, KS",13.95967478,461556.4
1776,"MERCER COUNTY, MO",13.97033282,87064.9
1777,"OCONTO COUNTY, WI",13.97033282,270748.6
1778,"MILLER COUNTY, MO",13.97178925,11526
1779,"NUCKOLLS COUNTY, NE",13.98099086,496323.5
1780,"LOUP COUNTY, NE",13.99169099,30923.2
1781,"PULASKI COUNTY, AR",14.00229852,166042.8
1782,"LEAVENWORTH COUNTY, KS",14.00229852,114009.3
1783,"BRECKINRIDGE COUNTY, KY",14.00229852,42104.8
1784,"BOLLINGER COUNTY, MO",14.00229852,80580.2
1785,"HARVEY COUNTY, KS",14.00573334,555607.4
1786,"BOLIVAR COUNTY, MS",14.01295656,1005443.8
1787,"GRUNDY COUNTY, IL",14.02178774,413573.1
1788,"JASPER COUNTY, IL",14.03427264,458620.1
1789,"PRATT COUNTY, KS",14.04933364,715496.3
1790,"FORD COUNTY, KS",14.07539785,1150121.3
1791,"ALFALFA COUNTY, OK",14.07689638,790944
1792,"KOSSUTH COUNTY, IA",14.08176237,1129240.7
1793,"CLINTON COUNTY, OH",14.08755442,382268
1794,"CALLOWAY COUNTY, KY",14.09821246,132656.9
1795,"GARFIELD COUNTY, NE",14.13590285,45017.2
1796,"EDWARDS COUNTY, TX",14.15050083,271.1
1797,"TURNER COUNTY, SD",14.16187446,473510.2
1798,"STAFFORD COUNTY, KS",14.19504403,740949.5
1799,"BUTLER COUNTY, PA",14.20477602,158588.9
1800,"LEELANAU COUNTY, MI",14.22608368,64439.7
1801,"YANKTON COUNTY, SD",14.26581139,291367.1
1802,"WALLOWA COUNTY, OR",14.30067312,125023.4
1803,"HARDIN COUNTY, OH",14.31133116,489864.1
1804,"CHESTER COUNTY, PA",14.31133116,192123.3
1805,"CRAWFORD COUNTY, OH",14.3219892,404080
1806,"STEARNS COUNTY, MN",14.33264724,833204.1
1807,"HODGEMAN COUNTY, KS",14.33800993,661805.7
1808,"ST LANDRY PARISH, LA",14.36461294,562190
1809,"EDWARDS COUNTY, KS",14.38514608,605404.8
1810,"TAYLOR COUNTY, WI",14.38592902,327097.8
1811,"RICHARDSON COUNTY, NE",14.42855276,510590.1
1812,"NESS COUNTY, KS",14.45357305,901971.8
1813,"CLAY COUNTY, SD",14.47207729,321419.6
1814,"PETTIS COUNTY, MO",14.50315061,320877.5
1815,"CLAY COUNTY, MO",14.50697269,92390.7
1816,"CRAWFORD COUNTY, AR",14.51380024,29036.7
1817,"MORRISON COUNTY, MN",14.51380024,337241.6
1818,"WAYNE COUNTY, OH",14.51380024,366208.9
1819,"STODDARD COUNTY, MO",14.52445828,727071.6
1820,"WALWORTH COUNTY, WI",14.52445828,386923.1
1821,"SCHLEICHER COUNTY, TX",14.53726308,2020.5
1822,"HENRY COUNTY, MO",14.56708202,204520
1823,"JEFFERSON DAVIS PARISH, LA",14.60971417,588032.4
1824,"WASHINGTON COUNTY, NE",14.63102184,406683.2
1825,"BUENA VISTA COUNTY, IA",14.64592289,642303.8
1826,"MONTMORENCY COUNTY, MI",14.65233791,19718.1
1827,"BEDFORD COUNTY, PA",14.65233791,114121.4
1828,"BARTON COUNTY, KS",14.65758275,910669.8
1829,"MORGAN COUNTY, OH",14.66298754,14737.8
1830,"CRAWFORD COUNTY, WI",14.68430361,166913.2
1831,"ALPENA COUNTY, MI",14.69496165,41489.5
1832,"FOND DU LAC COUNTY, WI",14.69496165,459717.7
1833,"CLAY COUNTY, KS",14.71864338,447339.2
1834,"CALHOUN COUNTY, IA",14.71886227,663526.2
1835,"NEMAHA COUNTY, KS",14.72692736,482697.6
1836,"ELLSWORTH COUNTY, KS",14.73473146,373912
1837,"RUSH COUNTY, KS",14.73580064,705615.7
1838,"PERRY COUNTY, IL",14.73758539,236252
1839,"HOUGHTON COUNTY, MI",14.73758539,22218.5
1840,"WASECA COUNTY, MN",14.73758539,450163.6
1841,"CASS COUNTY, MI",14.74823502,286645.1
1842,"ERIE COUNTY, OH",14.74823502,178540.8
1843,"WYANDOTTE COUNTY, KS",14.74844548,30282.6
1844,"WHITE COUNTY, TN",14.75889306,38630.6
1845,"WARREN COUNTY, IL",14.78020913,546680.9
1846,"WOODFORD COUNTY, IL",14.79086717,510070.2
1847,"MISSISSIPPI COUNTY, MO",14.79086717,456729.5
1848,"SHARKEY COUNTY, MS",14.8015168,372795.8
1849,"WEBSTER COUNTY, IA",14.80292271,752644.2
1850,"MADISON PARISH, LA",14.81217484,591286.1
1851,"WHEELER COUNTY, NE",14.82129226,135150.4
1852,"VERNON COUNTY, WI",14.82283287,336591
1853,"MUSKEGON COUNTY, MI",14.84414895,101497.7
1854,"OTTAWA COUNTY, KS",14.84649776,449211.8
1855,"WEBSTER COUNTY, KY",14.85479858,143286.6
1856,"NOBLE COUNTY, OK",14.85479858,367875.2
1857,"TREGO COUNTY, KS",14.86453898,626324.1
1858,"LINCOLN COUNTY, KS",14.87937268,467174.4
1859,"BLAIR COUNTY, PA",14.91873839,80942.7
1860,"LEHIGH COUNTY, PA",14.91873839,114453.4
1861,"MONROE COUNTY, PA",14.91873839,14087.3
1862,"WARREN COUNTY, PA",14.91873839,30261.7
1863,"ST LOUIS COUNTY, MN",14.92939643,21852.6
1864,"ROCK COUNTY, WI",14.94005447,570972.8
1865,"CASS COUNTY, IL",14.95071251,298841.9
1866,"RED WILLOW COUNTY, NE",14.95071251,80400.4
1867,"UNION COUNTY, SD",14.97961382,358605.6
1868,"MARION COUNTY, MO",14.99333625,234056.6
1869,"PECOS COUNTY, TX",14.99549985,0
1870,"KOOCHICHING COUNTY, MN",15.00398588,20043.4
1871,"OZAUKEE COUNTY, WI",15.00398588,124448
1872,"KNOX COUNTY, IL",15.01464391,592642.5
1873,"BOURBON COUNTY, KY",15.04661803,15286.7
1874,"KAY COUNTY, OK",15.04661803,650323.5
1875,"PHILLIPS COUNTY, KS",15.07606655,564477.8
1876,"ELLIS COUNTY, KS",15.08155553,560781.7
1877,"HOLT COUNTY, MO",15.10382292,407169.9
1878,"LIVINGSTON COUNTY, KY",15.11054943,69691.7
1879,"GREENE COUNTY, IL",15.12120747,422558.2
1880,"HOWARD COUNTY, AR",15.16383121,346.5
1881,"HOLT COUNTY, NE",15.16383121,677082.5
1882,"SIMPSON COUNTY, KY",15.21711299,117163.2
1883,"TODD COUNTY, MN",15.23842907,355333.5
1884,"JUNEAU COUNTY, WI",15.29171085,242899.2
1885,"OSBORNE COUNTY, KS",15.29448902,608041.3
1886,"GRAHAM COUNTY, KS",15.30540803,596682.3
1887,"TREMPEALEAU COUNTY, WI",15.31301851,338725.4
1888,"MOULTRIE COUNTY, IL",15.32367655,350678.4
1889,"HOCKING COUNTY, OH",15.32367655,17299.1
1890,"MARATHON COUNTY, WI",15.32367655,867273.8
1891,"WAUPACA COUNTY, WI",15.32367655,327545
1892,"CLOUD COUNTY, KS",15.35233372,544642.6
1893,"MCCRACKEN COUNTY, KY",15.36630029,86663.8
1894,"MACKINAC COUNTY, MI",15.39827441,20450
1895,"RIPLEY COUNTY, MO",15.44089815,40981.2
1896,"KENOSHA COUNTY, WI",15.44089815,165246.3
1897,"SALINE COUNTY, IL",15.45154777,224848
1898,"PLATTE COUNTY, NE",15.47335214,825045.8
1899,"CASEY COUNTY, KY",15.51548759,13172.6
1900,"SAUK COUNTY, WI",15.51548759,410239.3
1901,"CALVERT COUNTY, MD",15.55811133,20229.8
1902,"KENDALL COUNTY, IL",15.57942741,319678.1
1903,"SEWARD COUNTY, NE",15.58588454,632779.8
1904,"REPUBLIC COUNTY, KS",15.58670957,668434
1905,"KOOTENAI COUNTY, ID",15.60073507,36072.9
1906,"ALCONA COUNTY, MI",15.61139311,15957.5
1907,"FILLMORE COUNTY, MN",15.63270919,460124.3
1908,"JEFFERSON COUNTY, OK",15.63270919,232995.8
1909,"POLK COUNTY, NE",15.6537222,535649
1910,"SMITH COUNTY, KS",15.65809991,728407.7
1911,"JASPER COUNTY, IN",15.66467489,566460
1912,"STARK COUNTY, OH",15.66467489,172971
1913,"WHITE COUNTY, IL",15.70729863,398591.4
1914,"HAMILTON COUNTY, NE",15.72954919,720104
1915,"NORTON COUNTY, KS",15.75942706,594809.6
1916,"DENT COUNTY, MO",15.76058041,731.8
1917,"HURON COUNTY, MI",15.79255453,676841.1
1918,"ADAMS COUNTY, NE",15.7960567,685312.3
1919,"ALLEN COUNTY, OH",15.82452023,356288.9
1920,"YORK COUNTY, NE",15.8324422,774854
1921,"SANDUSKY COUNTY, OH",15.83517827,398652.4
1922,"CARROLL COUNTY, IL",15.85648593,379544.1
1923,"MCDONOUGH COUNTY, IL",15.87780201,519868.3
1924,"CHERRY COUNTY, NE",15.87780201,4361.3
1925,"JEFFERSON COUNTY, PA",15.89910967,48546.6
1926,"DAWSON COUNTY, NE",15.90636657,751051.9
1927,"SCHUYLER COUNTY, MO",15.92042575,51023.3
1928,"ANTRIM COUNTY, MI",15.93108379,78425.4
1929,"IOWA COUNTY, WI",15.93108379,382572.9
